title,description,class
Goksung,"description: A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.; categories: Drama,Fantasy,Horror",Pelicula
The Expendables 2,"description: Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.; categories: Action,Adventure,Thriller",Pelicula
The Girl Next Door,"description: Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime.; categories: Crime,Drama,Horror",Pelicula
Perfume: The Story of a Murderer,"description: Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.; categories: Crime,Drama,Fantasy",Pelicula
The Golden Compass,"description: In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.; categories: Adventure,Family,Fantasy",Pelicula
Centurion,"description: A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.; categories: Action,Adventure,Drama",Pelicula
Scouts Guide to the Zombie Apocalypse,"description: Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.; categories: Action,Comedy,Horror",Pelicula
17 Again,"description: Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.; categories: Comedy,Drama,Family",Pelicula
No Escape,"description: In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.; categories: Action,Thriller",Pelicula
Superman Returns,"description: Superman reappears after a long absence, but is challenged by an old foe who uses Kryptonian technology for world domination.; categories: Action,Adventure,Sci-Fi",Pelicula
The Twilight Saga: Breaking Dawn - Part 1,"description: The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.; categories: Adventure,Drama,Fantasy",Pelicula
Precious,"description: In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.; categories: Drama",Pelicula
The Sea of Trees,description: A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.; categories: Drama,Pelicula
Good Kids,description: Four high school students look to redefine themselves after graduation.; categories: Comedy,Pelicula
The Master,description: A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.; categories: Drama,Pelicula
Footloose,"description: City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.; categories: Comedy,Drama,Music",Pelicula
If I Stay,"description: Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.; categories: Drama,Fantasy,Music",Pelicula
The Ticket,description: A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.; categories: Drama,Pelicula
Detour,"description: A young law student blindly enters into a pact with a man who offers to kill his stepfather, whom he feels is responsible for the accident that sent his mother into a coma.; categories: Thriller",Pelicula
The Love Witch,"description: A modern-day witch uses spells and magic to get men to fall in love with her.; categories: Comedy,Horror",Pelicula
Talladega Nights: The Ballad of Ricky Bobby,"description: #1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.; categories: Action,Comedy,Sport",Pelicula
The Human Centipede (First Sequence),"description: A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.; categories: Horror",Pelicula
Super,"description: After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.; categories: Comedy,Drama",Pelicula
The Siege of Jadotville,"description: Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.; categories: Action,Drama,Thriller",Pelicula
Up in the Air,"description: Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.; categories: Drama,Romance",Pelicula
The Midnight Meat Train,"description: A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.; categories: Horror,Mystery",Pelicula
The Twilight Saga: Eclipse,"description: As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.; categories: Adventure,Drama,Fantasy",Pelicula
Transpecos,"description: For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives.; categories: Thriller",Pelicula
